date_and_time_UTC,num_of_detections,LFnum_of_detections,HFnum_of_detections
2024-09-10 23:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-10 23:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-10 23:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-10 23:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-10 23:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-10 23:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 00:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 00:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 00:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 00:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 00:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 00:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 01:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 01:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 01:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 01:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 01:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 01:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 02:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 02:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 02:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 02:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 02:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 02:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 03:00:00+00:00,62.0,62.0,0.3333333333333333
2024-09-11 03:10:00+00:00,162.0,162.0,0.3333333333333333
2024-09-11 03:20:00+00:00,66.0,66.0,0.3333333333333333
2024-09-11 03:30:00+00:00,52.0,36.0,16.0
2024-09-11 03:40:00+00:00,186.0,120.0,66.0
2024-09-11 03:50:00+00:00,44.0,44.0,0.3333333333333333
2024-09-11 04:00:00+00:00,148.0,2.0,146.0
2024-09-11 04:10:00+00:00,204.0,186.0,18.0
2024-09-11 04:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 04:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 04:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 04:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 05:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 05:10:00+00:00,6.0,6.0,0.3333333333333333
2024-09-11 05:20:00+00:00,18.0,18.0,0.3333333333333333
2024-09-11 05:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 05:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 05:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 06:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 06:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 06:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 06:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 06:40:00+00:00,8.0,8.0,0.3333333333333333
2024-09-11 06:50:00+00:00,18.0,18.0,0.3333333333333333
2024-09-11 07:00:00+00:00,4.0,4.0,0.3333333333333333
2024-09-11 07:10:00+00:00,2.0,0.3333333333333333,2.0
2024-09-11 07:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 07:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 07:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 07:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 08:00:00+00:00,6.0,6.0,0.3333333333333333
2024-09-11 08:10:00+00:00,4.0,4.0,0.3333333333333333
2024-09-11 08:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 08:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 08:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 08:50:00+00:00,2.0,0.3333333333333333,2.0
2024-09-11 09:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 09:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 09:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 09:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 09:40:00+00:00,2.0,2.0,0.3333333333333333
2024-09-11 09:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 10:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 10:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 10:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 10:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 10:40:00+00:00,2.0,2.0,0.3333333333333333
2024-09-11 10:50:00+00:00,8.0,8.0,0.3333333333333333
2024-09-11 11:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 11:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 11:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 11:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 11:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 11:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 12:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 12:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 12:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 12:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 12:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 12:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 13:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 13:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 13:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 13:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 13:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 13:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 14:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 14:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 14:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 14:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 14:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 14:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 15:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 15:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 15:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 15:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 15:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 15:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 16:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 16:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 16:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 16:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 16:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 16:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 17:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 17:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 17:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 17:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 17:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 17:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 18:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 18:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 18:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 18:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 18:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 18:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 19:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 19:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 19:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 19:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 19:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 19:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 20:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 20:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 20:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 20:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 20:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 20:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 21:00:00+00:00,2.0,2.0,0.3333333333333333
2024-09-11 21:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 21:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 21:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 21:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 21:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 22:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 22:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 22:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 22:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 22:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 22:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 23:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 23:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 23:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 23:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 23:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-11 23:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 00:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 00:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 00:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 00:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 00:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 00:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 01:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 01:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 01:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 01:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 01:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 01:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 02:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 02:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 02:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 02:30:00+00:00,2.0,2.0,0.3333333333333333
2024-09-12 02:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 02:50:00+00:00,12.0,12.0,0.3333333333333333
2024-09-12 03:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 03:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 03:20:00+00:00,6.0,0.3333333333333333,6.0
2024-09-12 03:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 03:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 03:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 04:00:00+00:00,12.0,6.0,6.0
2024-09-12 04:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 04:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 04:30:00+00:00,58.0,2.0,56.0
2024-09-12 04:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 04:50:00+00:00,6.0,0.3333333333333333,6.0
2024-09-12 05:00:00+00:00,74.0,0.3333333333333333,74.0
2024-09-12 05:10:00+00:00,8.0,0.3333333333333333,8.0
2024-09-12 05:20:00+00:00,4.0,4.0,0.3333333333333333
2024-09-12 05:30:00+00:00,46.0,0.3333333333333333,46.0
2024-09-12 05:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 05:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 06:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 06:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 06:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 06:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 06:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 06:50:00+00:00,70.0,0.3333333333333333,70.0
2024-09-12 07:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 07:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 07:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 07:30:00+00:00,26.0,26.0,0.3333333333333333
2024-09-12 07:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 07:50:00+00:00,16.0,16.0,0.3333333333333333
2024-09-12 08:00:00+00:00,2.0,2.0,0.3333333333333333
2024-09-12 08:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 08:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 08:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 08:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 08:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 09:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 09:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 09:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 09:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 09:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 09:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 10:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 10:10:00+00:00,2.0,2.0,0.3333333333333333
2024-09-12 10:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 10:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 10:40:00+00:00,10.0,10.0,0.3333333333333333
2024-09-12 10:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 11:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 11:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 11:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 11:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 11:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 11:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 12:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 12:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 12:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 12:30:00+00:00,8.0,8.0,0.3333333333333333
2024-09-12 12:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 12:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 13:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 13:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 13:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 13:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 13:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 13:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 14:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 14:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 14:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 14:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 14:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 14:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 15:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 15:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 15:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 15:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 15:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 15:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 16:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 16:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 16:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 16:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 16:40:00+00:00,2.0,2.0,0.3333333333333333
2024-09-12 16:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 17:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 17:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 17:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 17:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 17:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 17:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 18:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 18:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 18:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 18:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 18:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 18:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 19:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 19:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 19:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 19:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 19:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 19:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 20:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 20:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 20:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 20:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 20:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 20:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 21:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 21:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 21:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 21:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 21:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 21:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 22:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 22:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 22:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 22:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 22:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 22:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 23:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 23:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 23:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 23:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 23:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-12 23:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-13 00:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-13 00:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-13 00:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-13 00:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-13 00:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-13 00:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-13 01:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-13 01:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-13 01:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-09-13 01:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
